Medicine Name, Quantity, Chemical Name, Compnay Name, Unit Price
Actemra,80 mg/4 ml,Tocilizumab,Roche Bangladesh Limited,4 ml vial : ৳ 8,350.00
Actemra,200 mg/10 ml,Tocilizumab,Roche Bangladesh Limited,10 ml vial : ৳ 20,800.00
Actemra,162 mg/0.9 ml,Tocilizumab,Roche Bangladesh Limited,0.9 ml Vial : ৳ 14,750.00
Acticol,15 mg/5 ml,Ambroxol Hydrochloride,GlaxoSmithKline,100 ml bottle : ৳ 40.00
Actidex,25 mg,Dexketoprofen,Incepta Pharmaceuticals Limited,Unit Price : ৳ 4.00
Actifast,10 mg,Ketorolac Tromethamine (Oral / Injection),Social Marketing Company,Unit Price : ৳ 10.01
Actilac,3.35 gm/5 ml,Lactulose,Healthcare Pharmacuticals Limited,100 ml syrup : ৳ 125.00
Actine,5 mg,Glipizide,Aristopharma Ltd.,Unit Price : ৳ 2.00
Actinion,0.05%,Tretinoin,Drug International Limited,10 gm tube : ৳ 50.00
Actisal,1 mg,Levosalbutamol (Oral),Silva Pharmaceuticals Ltd.,Unit Price : ৳ 0.91
Actisal,2 mg,Levosalbutamol (Oral),Silva Pharmaceuticals Ltd.,Unit Price : ৳ 1.71
Actisal,1 mg/5 ml,Levosalbutamol (Oral),Silva Pharmaceuticals Ltd.,50 ml bottle : ৳ 25.09
Activit Gold,,Multivitamin & Multimineral (A-Z gold preparation),Delta Pharma Limited,Unit Price : ৳ 6.00
Activit Silver,,Multivitamin & Multimineral (A-Z silver preparation),Delta Pharma Limited,Unit Price : ৳ 6.00
Activit Z,,Vitamin B Complex + Zinc,Delta Pharma Limited,100 ml bottle : ৳ 45.00
Activit ZI,,Iron Polymaltose Complex + Vitamin B Complex + Zinc,Delta Pharma Limited,100 ml bottle : ৳ 50.00
Actizen,10 mg,Cetirizine Dihydrochloride,Ambee Pharmaceuticals Ltd.,Unit Price : ৳ 1.96
Actizen,5 mg/5 ml,Cetirizine Dihydrochloride,Ambee Pharmaceuticals Ltd.,60 ml bottle : ৳ 15.94
Actol,120 mg/5 ml,Paracetamol,Somatec Pharmaceuticals Ltd.,60 ml bottle : ৳ 20.69
Actolin,4 mg,Salbutamol (Oral/Injection),Globe Pharmaceuticals Limited.,Unit Price : ৳ 0.40
Actolin,2 mg/5 ml,Salbutamol (Oral/Injection),Globe Pharmaceuticals Limited.,100 ml bottle : ৳ 23.00
Actomeg,15 mg+500 mg,Pioglitazone + Metformin Hydrochloride,Unimed Unihealth MFG. Ltd.,Unit Price : ৳ 9.00
Actomeg,15 mg+850 mg,Pioglitazone + Metformin Hydrochloride,Unimed Unihealth MFG. Ltd.,Unit Price : ৳ 10.00
Actose,15 mg,Pioglitazone,Unimed Unihealth MFG. Ltd.,Unit Price : ৳ 8.00
Actose,30 mg,Pioglitazone,Unimed Unihealth MFG. Ltd.,Unit Price : ৳ 15.00
Actrapid,100 IU/10 ml,Insulin Human (rDNA),Novo Nordisk,10 ml vial : ৳ 406.48
Actrapid,40 IU/10 ml,Insulin Human (rDNA),Novo Nordisk,10 ml vial : ৳ 280.66
Actrapid Penfill,100 IU/ml,Insulin Human (rDNA),Novo Nordisk,3 ml cartridge : ৳ 439.74
Actrapid Prefill Pen,100 IU/ml,Insulin Human (rDNA),Novo Nordisk,3 ml cartridge : ৳ 444.29
Actrim,(200 mg+40 mg)/5 ml,Cotrimoxazole (Sulphamethoxazole + Trimethoprim),Globe Pharmaceuticals Limited.,60 ml bottle : ৳ 22.00
Actrim,400 mg+80 mg,Cotrimoxazole (Sulphamethoxazole + Trimethoprim),Globe Pharmaceuticals Limited.,Unit Price : ৳ 0.90
Actrim-DS,800 mg+160 mg,Cotrimoxazole (Sulphamethoxazole + Trimethoprim),Globe Pharmaceuticals Limited.,Unit Price : ৳ 2.00
Actulose,3.35 gm/5 ml,Lactulose,Silva Pharmaceuticals Ltd.,100 ml bottle : ৳ 60.22
Acubis,5 mg,Bisoprolol Fumarate,Concord Pharmaceuticals Ltd.,Unit Price : ৳ 10.03
Acubis,2.5 mg,Bisoprolol Fumarate,Concord Pharmaceuticals Ltd.,Unit Price : ৳ 6.02
Acudipin,5 mg,Amlodipine,Concord Pharmaceuticals Ltd.,Unit Price : ৳ 5.02
Acudipin Plus,5 mg+50 mg,Amlodipine + Atenolol,Concord Pharmaceuticals Ltd.,Unit Price : ৳ 6.02
Acumet,50 mg,Metoprolol Tartrate,Concord Pharmaceuticals Ltd.,Price not available
Acumet,100 mg,Metoprolol Tartrate,Concord Pharmaceuticals Ltd.,Price not available
Acunac,0.09%,Bromfenac Sodium,General Pharmaceuticals Ltd.,5 ml drop : ৳ 100.00
Acupain,30 mg,Nefopam Hydrochloride,Ibn-Sina Pharmaceuticals Ltd.,Unit Price : ৳ 1.10
Acupain,20 mg/ml,Nefopam Hydrochloride,Ibn-Sina Pharmaceuticals Ltd.,Unit Price : ৳ 5.52
Acupain,10 mg,Ketorolac Tromethamine (Oral / Injection),Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 10.06
Acupain,30 mg/ml,Ketorolac Tromethamine (Oral / Injection),Beacon Pharmaceuticals Ltd.,1 ml ampoule : ৳ 55.20
Acuren,25 mg,Hydrochlorothiazide,Incepta Pharmaceuticals Limited,Unit Price : ৳ 0.70
Acuren,50 mg,Hydrochlorothiazide,Incepta Pharmaceuticals Limited,Unit Price : ৳ 1.00
Acusan,50 mg,Losartan Potassium,Concord Pharmaceuticals Ltd.,Unit Price : ৳ 8.00
Acusan Plus,50 mg+12.5 mg,Losartan Potassium + Hydrochlorothiazide,Concord Pharmaceuticals Ltd.,Unit Price : ৳ 8.00
Acuten,20 mg/ml,Nefopam Hydrochloride,ACI Limited,1 ml ampoule : ৳ 15.00
Acuten,30 mg,Nefopam Hydrochloride,ACI Limited,Unit Price : ৳ 3.00
Acyvir,200 mg,Acyclovir (Oral),Aristopharma Ltd.,Unit Price : ৳ 14.00
Acyvir,400 mg,Acyclovir (Oral),Aristopharma Ltd.,Unit Price : ৳ 22.00
Acyvir,250 mg/10 ml,Acyclovir (Injection),Aristopharma Ltd.,250 mg vial : ৳ 300.00
Acyvir,500 mg/10 ml,Acyclovir (Injection),Aristopharma Ltd.,500 mg vial : ৳ 600.00
Acyvir,3%,Acyclovir (Ophthalmic),Aristopharma Ltd.,5 gm tube : ৳ 125.00
Ad-All,,Iron + Folic Acid + Vitamin B Complex + Vitamine C + Zinc Sulfate,Ad-din pharmaceuticals Ltd.,Unit Price : ৳ 3.00
Adaben Duo,0.1% + 2.5%,Adapalene + Benzoyl peroxide,Incepta Pharmaceuticals Limited,20 gm tube : ৳ 200.00
Adafil,10 mg,Tadalafil,Beximco Pharmaceuticals Ltd.,Unit Price : ৳ 35.00
Adafil,20 mg,Tadalafil,Beximco Pharmaceuticals Ltd.,Unit Price : ৳ 60.00
Adair,500 mcg,Roflumilast,ACI Limited,Unit Price : ৳ 15.01
Adam 33,5 mg,Prednisolone (Oral / Injection),Nuvista Pharma Limited,Unit Price : ৳ 1.73
Adam 33,20 mg,Prednisolone (Oral / Injection),Nuvista Pharma Limited,Unit Price : ৳ 6.28
Adapel,0.1%,Adapalene,Healthcare Pharmacuticals Limited,10 gm tube : ৳ 60.00
Adarbi,40 mg,Azilsartan Medoxomil,NIPRO JMI Pharma Ltd.,Unit Price : ৳ 12.00
Adarbi,80 mg,Azilsartan Medoxomil,NIPRO JMI Pharma Ltd.,Unit Price : ৳ 22.00
Adcal D,500 mg+200 IU,Calcium Carbonate (Elemental) + Vitamin D,Amulet Pharmaceuticals Ltd.,Unit Price : ৳ 4.00
Adcovit,,Vitamin B complex,Team Pharmaceuticals Ltd.,200 ml bottle : ৳ 62.19
Adebrox,15 mg/5 ml,Ambroxol Hydrochloride,Supreme Pharmaceutical Ltd.,100 ml bottle : ৳ 40.00
Adecard,6 mg/2 ml,Adenosine,Popular Pharmaceuticals Ltd.,2 ml ampoule : ৳ 150.00
Adecef,500 mg,Cephradine,Supreme Pharmaceutical Ltd.,Unit Price : ৳ 12.50
Adecef,125 mg/5 ml,Cephradine,Supreme Pharmaceutical Ltd.,100 ml bottle : ৳ 80.25
Adecef DS,250 mg/5 ml,Cephradine,Supreme Pharmaceutical Ltd.,100 ml bottle : ৳ 120.00
Adecin,500 mg,Ciprofloxacin,Supreme Pharmaceutical Ltd.,Unit Price : ৳ 14.00
Adegra,25 mg,Sildenafil Citrate,ACI Limited,Unit Price : ৳ 20.06
Adegra,50 mg,Sildenafil Citrate,ACI Limited,Unit Price : ৳ 30.09
Adegra,100 mg,Sildenafil Citrate,ACI Limited,Unit Price : ৳ 50.15
Adegut,10 mg,Domperidone Maleate,Supreme Pharmaceutical Ltd.,Unit Price : ৳ 2.00
Adegut,5 mg/ 5 ml,Domperidone Maleate,Supreme Pharmaceutical Ltd.,60 ml bottle : ৳ 28.00
Adelax,0.5 mg+10 mg,Flupentixol + Melitracen,ACI Limited,Unit Price : ৳ 5.02
Adelev,250 mg,Levofloxacin (Oral),Supreme Pharmaceutical Ltd.,Unit Price : ৳ 8.00
Adelev,500 mg,Levofloxacin (Oral),Supreme Pharmaceutical Ltd.,Unit Price : ৳ 15.00
Adenovit,,Sodium Succinate + Cytochrome C + Adenosine + Nicotinamide,Drug International Limited,Price not available
Adetil,250 mg,Cefuroxime Axetil,Supreme Pharmaceutical Ltd.,Unit Price : ৳ 25.00
Adetil,500 mg,Cefuroxime Axetil,Supreme Pharmaceutical Ltd.,Unit Price : ৳ 45.00
Adetil,125 mg/5 ml,Cefuroxime Axetil,Supreme Pharmaceutical Ltd.,70 ml bottle : ৳ 198.00
Adexim,200 mg,Cefixime Trihydrate,Supreme Pharmaceutical Ltd.,Unit Price : ৳ 30.00
Adexim,100 mg/5 ml,Cefixime Trihydrate,Supreme Pharmaceutical Ltd.,50 ml bottle : ৳ 160.00
Adflox,500 mg,Flucloxacillin Sodium,Team Pharmaceuticals Ltd.,Unit Price : ৳ 9.50
Adgar,0.1%,Adapalene,ACI Limited,10 gm tube : ৳ 60.18
Adgar,0.3%,Adapalene,ACI Limited,10 gm tube : ৳ 80.24
Adglim,1 mg,Glimepiride,Unimed Unihealth MFG. Ltd.,Unit Price : ৳ 3.00
Adglim,2 mg,Glimepiride,Unimed Unihealth MFG. Ltd.,Unit Price : ৳ 5.00
Adifex,120 mg,Fexofenadine Hydrochloride,United Chemicals & Pharmaceuticals Ltd.,Unit Price : ৳ 6.50
Adinir,300 mg,Cefdinir,Acme Laboratories Limited,Unit Price : ৳ 45.16
Adinir,125 mg/5 ml,Cefdinir,Acme Laboratories Limited,60 ml bottle : ৳ 175.66
Adinot,50 mg,Naltrexone,Beximco Pharmaceuticals Ltd.,Unit Price : ৳ 75.00
Adiponil,120 mg,Orlistat,Incepta Pharmaceuticals Limited,Unit Price : ৳ 40.00
Adiva,600 mg,Efavirenz,Square Pharmaceuticals Ltd.,Unit Price : ৳ 200.75
Adiz,250 mg,Azithromycin,Euro Pharma Ltd.,Unit Price : ৳ 25.00
Adiz,500 mg,Azithromycin,Euro Pharma Ltd.,Unit Price : ৳ 35.00
Adiz,200 mg/5 ml,Azithromycin,Euro Pharma Ltd.,15 ml bottle : ৳ 85.01
Adlina,5 mg,Linagliptin,Unimed Unihealth MFG. Ltd.,Unit Price : ৳ 20.00
Adlinameg,2.5 mg+500 mg,Linagliptin + Metformin Hydrochloride,Unimed Unihealth MFG. Ltd.,Unit Price : ৳ 12.00
Adlinameg,2.5 mg+850 mg,Linagliptin + Metformin Hydrochloride,Unimed Unihealth MFG. Ltd.,Unit Price : ৳ 14.00
Adlock,100 mg,Propranolol Hydrochloride,Sonear Laboratories Ltd.,Unit Price : ৳ 0.50
Adlock,40 mg,Propranolol Hydrochloride,Sonear Laboratories Ltd.,Unit Price : ৳ 1.50
Adlon,400 mg,Gatifloxacin (Tablet & Injection),Amico Laboratories Ltd.,Unit Price : ৳ 10.00
Adlorin,5 mg,Desloratadine,Ad-din pharmaceuticals Ltd.,Unit Price : ৳ 2.50
Admira,80 mg,Gliclazide,Unimed Unihealth MFG. Ltd.,Unit Price : ৳ 6.00
Admira MR,30 mg,Gliclazide,Unimed Unihealth MFG. Ltd.,Unit Price : ৳ 6.00
Admox,125 mg/5 ml,Amoxicillin Trihydrate,Team Pharmaceuticals Ltd.,100 ml bottle : ৳ 47.60
Admox DS,500 mg,Amoxicillin Trihydrate,Team Pharmaceuticals Ltd.,Unit Price : ৳ 6.79
Adnix,500 mg,Nitazoxanide,Alco Pharma Limited,Unit Price : ৳ 9.99
Adnix,100 mg/5 ml,Nitazoxanide,Alco Pharma Limited,30 ml bottle : ৳ 34.88
Adnor,3 mg,Doxepin (Oral),Apex Pharmaceuticals Ltd.,Unit Price : ৳ 5.00
Adocil,500 mg,Cefadroxil Monohydrate,Kemiko Pharmaceuticals Ltd.,Unit Price : ৳ 12.00
Adocil,125 mg/5 ml,Cefadroxil Monohydrate,Kemiko Pharmaceuticals Ltd.,100 ml bottle : ৳ 80.24
Adol,500 mg,Paracetamol,Union Pharmaceuticals Ltd.,Price not available
Adol,120 mg/5 ml,Paracetamol,Union Pharmaceuticals Ltd.,Price not available
Adol Plus,500 mg+65 mg,Paracetamol + Caffeine,Union Pharmaceuticals Ltd.,Price not available
Adolin,0.1%,Adapalene,Peoples Pharma Ltd.,Price not available
Adonid,500 mg,Nitazoxanide,Rephco Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
Adonid,100 mg/5 ml,Nitazoxanide,Rephco Pharmaceuticals Ltd.,30 ml bottle : ৳ 35.00
Adora,1000 mg,Cefadroxil Monohydrate,Incepta Pharmaceuticals Limited,Unit Price : ৳ 32.00
Adora,500 mg,Cefadroxil Monohydrate,Incepta Pharmaceuticals Limited,Unit Price : ৳ 18.00
Adora,125 mg/5 ml,Cefadroxil Monohydrate,Incepta Pharmaceuticals Limited,60 ml bottle : ৳ 69.94
Adora,125 mg/1.25 ml,Cefadroxil Monohydrate,Incepta Pharmaceuticals Limited,15 ml bottle : ৳ 50.00
Adora DS,250 mg/5 ml,Cefadroxil Monohydrate,Incepta Pharmaceuticals Limited,100 ml bottle : ৳ 119.89
Adorex,5 mg/5 ml,Domperidone Maleate,Ambee Pharmaceuticals Ltd.,100 ml bottle : ৳ 38.18
Adorex,10 mg,Domperidone Maleate,Ambee Pharmaceuticals Ltd.,Unit Price : ৳ 2.00
Adovir,10 mg,Adefovir Dipivoxil,Renata Limited,Unit Price : ৳ 10.00
Adpas,15 mg,Pioglitazone,General Pharmaceuticals Ltd.,Unit Price : ৳ 8.00
Adrenaline,1 mg/ml,Adrenaline,Techno Drugs Ltd.,1 ml ampoule : ৳ 24.88
Adrin,1 mg/ml,Adrenaline,Gaco Pharmaceuticals Ltd.,1 ml ampoule : ৳ 25.00
Adrinor,1 mg/ml,Adrenaline,Incepta Pharmaceuticals Limited,1 ml ampoule : ৳ 25.00
Adrox,125 mg/5 ml,Cefuroxime Axetil,Ad-din pharmaceuticals Ltd.,70 ml bottle : ৳ 181.00
Adryl,10 mg/5 ml,Diphenhydramine Hydrochloride,Square Pharmaceuticals Ltd.,100 ml bottle : ৳ 40.13
ADS,20000 IU/5 ml,Diphtheria Antitoxin,CSL Behring, U.S.A.,5 ml vial : ৳ 182.55
ADS-10,0.225% + 10%,Sodium Chloride + Dextrose,Libra Infusions Ltd.,500 ml bag : ৳ 65.87
Adtrizin,10 mg,Cetirizine Dihydrochloride,Team Pharmaceuticals Ltd.,Unit Price : ৳ 2.50
Aduvit,,Vitamin B complex,Pacific Pharmaceuticals Ltd.,Unit Price : ৳ 0.52
Aduvit,,Vitamin B complex,Pacific Pharmaceuticals Ltd.,100 ml bottle : ৳ 19.97
Advel,200 mg,Ibuprofen,Opsonin Pharma Limited,Unit Price : ৳ 0.88
Advel,400 mg,Ibuprofen,Opsonin Pharma Limited,Unit Price : ৳ 1.43
Advel,100 mg/5 ml,Ibuprofen,Opsonin Pharma Limited,100 ml bottle : ৳ 33.70
Advixa,40 mg/0.8 ml,Adalimumab,Incepta Pharmaceuticals Limited,0.8 ml prefilled syringe : ৳ 15,000.00
Adze,400 mg,Albendazole,Kemiko Pharmaceuticals Ltd.,Unit Price : ৳ 4.01
Aerodyl,10 mg,Bambuterol Hydrochloride,Silva Pharmaceuticals Ltd.,Unit Price : ৳ 1.51
Aerodyl,20 mg,Bambuterol Hydrochloride,Silva Pharmaceuticals Ltd.,Unit Price : ৳ 3.00
Aerodyl,5 mg/5 ml,Bambuterol Hydrochloride,Silva Pharmaceuticals Ltd.,60 ml bottle : ৳ 20.07
Aerofen,1 mg,Ketotifen Fumarate (Oral),Silva Pharmaceuticals Ltd.,Unit Price : ৳ 1.51
Aerofen,1 mg/5 ml,Ketotifen Fumarate (Oral),Silva Pharmaceuticals Ltd.,100 ml bottle : ৳ 45.00
Aeron,10 mg,Montelukast Sodium,Healthcare Pharmacuticals Limited,Unit Price : ৳ 15.00
Aeron FT,4 mg,Montelukast Sodium,Healthcare Pharmacuticals Limited,Unit Price : ৳ 6.00
Aeron FT,5 mg,Montelukast Sodium,Healthcare Pharmacuticals Limited,Unit Price : ৳ 8.00
Aeronid,200 mcg/puff,Budesonide,Beximco Pharmaceuticals Ltd.,200 metered doses : ৳ 400.00
Aeronid (HFA),200 mcg/puff,Budesonide,Beximco Pharmaceuticals Ltd.,200 metered doses : ৳ 410.00
Aeropac,67 mg/ml,Simethicone,Amico Laboratories Ltd.,15 ml drop : ৳ 30.00
Aerovil,15 mg/5 ml,Pheniramine Maleate,Beximco Pharmaceuticals Ltd.,100 ml bottle : ৳ 20.07
Afinitor,10 mg,Everolimus,Novartis (Bangladesh) Limited,Unit Price : ৳ 8,976.66
Afinitor,5 mg,Everolimus,Novartis (Bangladesh) Limited,Unit Price : ৳ 5,834.98
Afix,200 mg,Cefixime Trihydrate,Aristopharma Ltd.,Unit Price : ৳ 35.00
Afix,400 mg,Cefixime Trihydrate,Aristopharma Ltd.,Unit Price : ৳ 50.00
Afix,200 mg,Cefixime Trihydrate,Aristopharma Ltd.,Unit Price : ৳ 35.00
Afix,400 mg,Cefixime Trihydrate,Aristopharma Ltd.,Unit Price : ৳ 50.00
Afix,100 mg/5 ml,Cefixime Trihydrate,Aristopharma Ltd.,30 ml bottle : ৳ 135.00
Afix DS,200 mg/5 ml,Cefixime Trihydrate,Aristopharma Ltd.,30 ml bottle : ৳ 195.00
Afixime,200 mg,Cefixime Trihydrate,Asiatic Laboratories Ltd.,Unit Price : ৳ 30.00
Afixime,400 mg,Cefixime Trihydrate,Asiatic Laboratories Ltd.,Unit Price : ৳ 50.00
Afixime,100 mg/5 ml,Cefixime Trihydrate,Asiatic Laboratories Ltd.,37.5 ml bottle : ৳ 130.00
Afluzole,50 mg,Fluconazole,Ambee Pharmaceuticals Ltd.,Unit Price : ৳ 7.99
AFM,0.1%,Fluorometholone Acetate,Aristopharma Ltd.,5 ml drop : ৳ 100.00
AFM-Plus,0.1%+0.3%,Fluorometholone + Gentamicin,Aristopharma Ltd.,5 ml drop : ৳ 110.00
AFM-Plus,0.1%+0.3%,Fluorometholone + Gentamicin,Aristopharma Ltd.,3 gm tube : ৳ 120.00
AFM-T,0.1%+0.025%,Fluorometholone + Tetrahydrozoline,Aristopharma Ltd.,5 ml drop : ৳ 100.00
Afrin,0.025%,Oxymetazoline Hydrochloride (Nasal),Aristopharma Ltd.,10 ml drop : ৳ 40.00
Afrin,0.05%,Oxymetazoline Hydrochloride (Nasal),Aristopharma Ltd.,10 ml drop : ৳ 45.00
Afun,1%,Clotrimazole (Topical),Square Pharmaceuticals Ltd.,10 gm tube : ৳ 35.11
Afun VT,200 mg,Clotrimazole (Rectal),Square Pharmaceuticals Ltd.,Unit Price : ৳ 20.06
Age M,6 mg+200 mg+50 mg,Betacarotene + Vitamin C + Vitamin E,Mystic Pharmaceuticals Ltd.,Unit Price : ৳ 2.50
Age Plus,,Super Antioxidant Vitamins & Multimineral,Mystic Pharmaceuticals Ltd.,Unit Price : ৳ 3.75
Agedefy,6 mg+200 mg+50 mg,Betacarotene + Vitamin C + Vitamin E,Medimet Pharmaceuticals Ltd.,Unit Price : ৳ 2.50
Aggra,50 mg,Sildenafil Citrate,Eskayef Bangladesh Ltd.,Unit Price : ৳ 30.00
Aggra,100 mg,Sildenafil Citrate,Eskayef Bangladesh Ltd.,Unit Price : ৳ 50.00
Aggreno,25 mg+200 mg,Aspirin + Dipyridamole,Ziska Pharmaceuticals Limited,Unit Price : ৳ 12.00
Agotin,25 mg,Agomelatine,Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 50.15
Agoxin,0.25 mg,Digoxin,Aristopharma Ltd.,Unit Price : ৳ 1.09
AGP,75 mg,Pregabalin,Novo Healthcare and Pharma Ltd.,Price not available
Agrippal S1,0.5 ml,Inactivated Influenza Vaccine,Renata Limited,0.5 ml prefilled syringe : ৳ 650.00
AH,400 mg,Albendazole,Drug International Limited,Unit Price : ৳ 5.05
AH,200 mg/5 ml,Albendazole,Drug International Limited,10 ml bottle : ৳ 17.82
Aid,50 mg,Diclofenac Sodium,Premier Pharmaceuticals Ltd.,Unit Price : ৳ 0.80
Aid SR,100 mg,Diclofenac Sodium,Premier Pharmaceuticals Ltd.,Unit Price : ৳ 3.00
Aid TR,100 mg,Diclofenac Sodium,Premier Pharmaceuticals Ltd.,Unit Price : ৳ 3.00
Airnaaf,1 mg/5 ml,Ketotifen Fumarate (Oral),Naafco Pharma Ltd.,100 ml bottle : ৳ 50.00
Airway,5 mg,Montelukast Sodium,One Pharma Limited,Unit Price : ৳ 8.00
Airway,10 mg,Montelukast Sodium,One Pharma Limited,Unit Price : ৳ 15.00
Aknill Gel,0.05%,Isotretinoin,Incepta Pharmaceuticals Limited,20 gm tube : ৳ 130.00
Aktivex,500 mg,Naproxen Sodium,Opso Saline Limited,Unit Price : ৳ 9.00
AL,200 mg/5 ml,Albendazole,Everest Pharmaceuticals Ltd.,10 ml bottle : ৳ 15.00
AL,400 mg,Albendazole,Everest Pharmaceuticals Ltd.,Unit Price : ৳ 3.80
AL-DS,400 mg,Albendazole,Globe Pharmaceuticals Limited.,Unit Price : ৳ 5.00
Alaclov,500 mg,Valacyclovir,ACI Limited,Unit Price : ৳ 40.27
Alacot,0.1%,Olopatadine Hydrochloride (Eye Drops),Square Pharmaceuticals Ltd.,5 ml drop : ৳ 110.34
Alacot DS,0.2%,Olopatadine Hydrochloride (Eye Drops),Square Pharmaceuticals Ltd.,5 ml drop : ৳ 175.00
Alacot Max,0.7%,Olopatadine Hydrochloride (Eye Drops),Square Pharmaceuticals Ltd.,5 ml drop : ৳ 230.00
Aladay,0.1%,Olopatadine Hydrochloride (Eye Drops),Eskayef Bangladesh Ltd.,5 ml drop : ৳ 110.00
Aladay DS,0.2%,Olopatadine Hydrochloride (Eye Drops),Eskayef Bangladesh Ltd.,5 ml drop : ৳ 160.00
Alafen,1 mg,Ketotifen Fumarate (Oral),Supreme Pharmaceutical Ltd.,Price not available
Alafen,1 mg/5 ml,Ketotifen Fumarate (Oral),Supreme Pharmaceutical Ltd.,Price not available
Alafree,120 mg,Fexofenadine Hydrochloride,Apex Pharmaceuticals Ltd.,Unit Price : ৳ 6.50
Alafree,30 mg/5 ml,Fexofenadine Hydrochloride,Apex Pharmaceuticals Ltd.,50 ml bottle : ৳ 48.00
Alagra,30 mg,Fexofenadine Hydrochloride,Alco Pharma Limited,Unit Price : ৳ 4.50
Alagra,120 mg,Fexofenadine Hydrochloride,Alco Pharma Limited,Unit Price : ৳ 5.99
Alagra,180 mg,Fexofenadine Hydrochloride,Alco Pharma Limited,Unit Price : ৳ 7.00
Alagra,30 mg/5 ml,Fexofenadine Hydrochloride,Alco Pharma Limited,50 ml bottle : ৳ 54.72
Alanil,120 mg,Fexofenadine Hydrochloride,Acme Laboratories Limited,Unit Price : ৳ 7.69
Alanil,180 mg,Fexofenadine Hydrochloride,Acme Laboratories Limited,Unit Price : ৳ 9.56
Alanil,30 mg/5 ml,Fexofenadine Hydrochloride,Acme Laboratories Limited,50 ml bottle : ৳ 48.14
Alarex,10 mg,Cetirizine Dihydrochloride,Popular Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
Alarex,5 mg/5 ml,Cetirizine Dihydrochloride,Popular Pharmaceuticals Ltd.,60 ml bottle : ৳ 16.07
Alargol,5 mg/5 ml,Cetirizine Dihydrochloride,Ethical Drug Ltd.,Price not available
Alargol,10 mg,Cetirizine Dihydrochloride,Ethical Drug Ltd.,Price not available
Alarid,0.025%,Ketotifen Fumarate (Eye drops),Square Pharmaceuticals Ltd.,5 ml drop : ৳ 100.30
Alarid,1 mg,Ketotifen Fumarate (Oral),Square Pharmaceuticals Ltd.,Unit Price : ৳ 2.50
Alarid,1 mg/5 ml,Ketotifen Fumarate (Oral),Square Pharmaceuticals Ltd.,100 ml bottle : ৳ 55.00
Alarm,400 mg,Albendazole,Decent Pharma Laboratories Ltd.,Unit Price : ৳ 4.00
Alaron,10 mg,Loratadine,ACI Limited,Unit Price : ৳ 3.02
Alaron,5 mg/5 ml,Loratadine,ACI Limited,60 ml bottle : ৳ 30.11
Alartn,5 mg/5 ml,Cetirizine Dihydrochloride,Alkad Laboratories,60 ml bottle : ৳ 30.00
Alarup,10 mg,Rupatadine Fumarate,Popular Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
Alarzine,10 mg,Cetirizine Dihydrochloride,Pharmik Laboratories Limited,Unit Price : ৳ 3.00
Alat,10 mg,Cetirizine Dihydrochloride,Premier Pharmaceuticals Ltd.,Unit Price : ৳ 2.50
Alater,10 mg,Cetirizine Dihydrochloride,Bengal drugs Ltd.,Unit Price : ৳ 2.50
Alatin,10 mg,Cetirizine Dihydrochloride,Concord Pharmaceuticals Ltd.,Unit Price : ৳ 2.00
Alatrol,10 mg,Cetirizine Dihydrochloride,Square Pharmaceuticals Ltd.,Unit Price : ৳ 3.01
Alatrol,5 mg/5 ml,Cetirizine Dihydrochloride,Square Pharmaceuticals Ltd.,60 ml bottle : ৳ 30.10
Alatrol,2.5 mg/ml,Cetirizine Dihydrochloride,Square Pharmaceuticals Ltd.,15 ml bottle : ৳ 25.08
Alaxen,0.25 mg,Alprazolam,United Chemicals & Pharmaceuticals Ltd.,Unit Price : ৳ 2.00
Alaxen,0.5 mg,Alprazolam,United Chemicals & Pharmaceuticals Ltd.,Unit Price : ৳ 3.00
Alba,400 mg,Albendazole,Navana Pharmaceuticals Limited,Unit Price : ৳ 4.44
Albafen,10 mg,Baclofen,Allied Pharmaceuticals Ltd.,Unit Price : ৳ 8.00
Albamax-DS,400 mg,Albendazole,Ziska Pharmaceuticals Limited,Unit Price : ৳ 2.82
Albaplex,,Vitamin B complex,Aexim Pharmaceuticals Ltd.,100 ml bottle : ৳ 20.60
Albasine,30 mg+10 mg,Almitrine Bismesylate + Raubasine,Drug International Limited,Unit Price : ৳ 11.79
Albatab,,Vitamin B complex,Aexim Pharmaceuticals Ltd.,Unit Price : ৳ 0.44
Albazol DS,400 mg,Albendazole,Central Pharmaceuticals Ltd (CPL),Unit Price : ৳ 4.00
Alben,200 mg,Albendazole,Eskayef Bangladesh Ltd.,Unit Price : ৳ 2.68
Alben,200 mg/5 ml,Albendazole,Eskayef Bangladesh Ltd.,10 ml bottle : ৳ 20.00
Alben DS,400 mg,Albendazole,Eskayef Bangladesh Ltd.,Unit Price : ৳ 5.00
Alben DS,400 mg,Albendazole,Eskayef Bangladesh Ltd.,Unit Price : ৳ 5.00
Albenda DS,400 mg,Albendazole,Aexim Pharmaceuticals Ltd.,Unit Price : ৳ 3.40
Albendazole,200 mg,Albendazole,Essential Drugs Company Ltd.,Unit Price : ৳ 1.15
